Num,Category,Base_Question,Thing,Question,Prefix,parametric-flan-t5-base,base_proba-flan-t5-base,base_cf_proba-flan-t5-base,counterfactual-flan-t5-base,contextual-flan-t5-base,ctx_proba-flan-t5-base,ctx_param_proba-flan-t5-base,ctx_cf_proba-flan-t5-base,comparison-flan-t5-base
1629,historical_event,Who was the primary leader associated with {historical_event}?,Queen Elizabeth II's Platinum Jubilee,Who was the primary leader associated with Queen Elizabeth II's Platinum Jubilee?,The primary leader associated with Queen Elizabeth II's Platinum Jubilee was,"Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895",2.546875,1646592.0,The primary leader associated with The Edict of Caracalla was the primary leader associated with The,The primary leader associated with The Edict of Caracalla was the primary leader associated with The,1.0234375,195421011968.0,1.0234375,Counterfactual
1630,historical_event,Who was the primary leader associated with {historical_event}?,Queen Victoria's Coronation,Who was the primary leader associated with Queen Victoria's Coronation?,The primary leader associated with Queen Victoria's Coronation was,Queen Victoria's Coronation was held on 8 May 1858,3.109375,130292127891456.0,Charles and Lady Diana were married in 1813,Charles and Lady Diana were married in 1813,1.015625,9147936743096320.0,1.9281035904679936e+16,Counterfactual
1631,historical_event,Who was the primary leader associated with {historical_event}?,The Act of Union between England and Scotland,Who was the primary leader associated with The Act of Union between England and Scotland?,The primary leader associated with The Act of Union between England and Scotland was,The primary leader associated with The Act of Union between England and Scotland was Sir John Major,1.65625,139460608.0,The primary leader associated with The London 7/7 Bombings was the Prime Minister,The primary leader associated with The London 7/7 Bombings was the Prime Minister,1.0546875,139460608.0,87040.0,Counterfactual
1632,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Adrianople,Who was the primary leader associated with The Battle of Adrianople?,The primary leader associated with The Battle of Adrianople was,The primary leader associated with The Battle of Adrianople was the primary leader associated with The Battle of,1.2578125,41216.0,The primary leader associated with The Battle of Sekigahara was the primary leader associated with The Battle,The primary leader associated with The Battle of Sekigahara was the primary leader associated with The Battle,1.0234375,5568.0,1.0234375,Counterfactual
1633,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Adwa,Who was the primary leader associated with The Battle of Adwa?,The primary leader associated with The Battle of Adwa was,The primary leader associated with The Battle of Adwa was the primary leader associated with The Battle of,1.2421875,18304.0,The primary leader associated with The Battle of Teutoburg Forest was the primary leader associated with The,The primary leader associated with The Battle of Teutoburg Forest was the primary leader associated with The,1.0390625,9152.0,1.0390625,Counterfactual
1634,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Agincourt,Who was the primary leader associated with The Battle of Agincourt?,The primary leader associated with The Battle of Agincourt was,The primary leader associated with The Battle of Agincourt was the primary leader associated with The Battle of,1.234375,366592.0,The primary leader associated with The Dissolution of the Soviet Union was the primary leader associated with The Dis,The primary leader associated with The Dissolution of the Soviet Union was the primary leader associated with The Dis,1.015625,87040.0,1.015625,Counterfactual
1635,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Hastings,Who was the primary leader associated with The Battle of Hastings?,The primary leader associated with The Battle of Hastings was,The primary leader associated with The Battle of Hastings was the primary leader associated with The Battle of,1.296875,7583301632.0,"Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895","Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895",1.0078125,139460608.0,2112.0,Counterfactual
1636,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Sekigahara,Who was the primary leader associated with The Battle of Sekigahara?,The primary leader associated with The Battle of Sekigahara was,The primary leader associated with The Battle of Sekigahara was the primary leader associated with The Battle,1.1953125,152471339008.0,The primary leader associated with The Brexit Referendum was the Prime Minister,Prime Minister] The primary leader associated with The Battle of Sekigahara was Prime Minister,1.2265625,51118080.0,54150947667968.0,Other
1637,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Teutoburg Forest,Who was the primary leader associated with The Battle of Teutoburg Forest?,The primary leader associated with The Battle of Teutoburg Forest was,The primary leader associated with The Battle of Teutoburg Forest was the primary leader associated with The,1.2421875,501760.0,The primary leader associated with The Sack of Rome by the Vandals was the primary leader associated with,The primary leader associated with The Battle of Teutoburg Forest was The primary leader associated with The,1.09375,1.1640625,323584.0,Parametric
1638,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of the Milvian Bridge,Who was the primary leader associated with The Battle of the Milvian Bridge?,The primary leader associated with The Battle of the Milvian Bridge was,The primary leader associated with The Battle of the Milvian Bridge was the primary leader associated with The,1.2421875,11776.0,The primary leader associated with The Battle of Sekigahara was the primary leader associated with The Battle,The primary leader associated with The Battle of Sekigahara was the primary leader associated with The Battle,1.0234375,41216.0,1.0234375,Counterfactual
1639,historical_event,Who was the primary leader associated with {historical_event}?,The Battle of Waterloo,Who was the primary leader associated with The Battle of Waterloo?,The primary leader associated with The Battle of Waterloo was,The primary leader associated with The Battle of Waterloo was the primary leader associated with The Battle,1.21875,12482248704.0,"Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895","Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895",1.015625,139460608.0,2976.0,Counterfactual
1640,historical_event,Who was the primary leader associated with {historical_event}?,The Brexit Referendum,Who was the primary leader associated with The Brexit Referendum?,The primary leader associated with The Brexit Referendum was,The primary leader associated with The Brexit Referendum was the Prime Minister,1.4296875,606208.0,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,1.015625,365072220160.0,1.015625,Counterfactual
1641,historical_event,Who was the primary leader associated with {historical_event}?,The Codification of Roman Law by Justinian,Who was the primary leader associated with The Codification of Roman Law by Justinian?,The primary leader associated with The Codification of Roman Law by Justinian was,Justinian,1.5703125,3.180667236830413e+16,The primary leader associated with The Indian Independence Act was the Prime Minister,The primary leader associated with The Indian Independence Act was the Prime Minister,1.03125,inf,549453824.0,Counterfactual
1642,historical_event,Who was the primary leader associated with {historical_event}?,The Construction of Hadrian's Wall,Who was the primary leader associated with The Construction of Hadrian's Wall?,The primary leader associated with The Construction of Hadrian's Wall was,The primary leader associated with The Construction of Hadrian's Wall was the primary leader associated with The,1.265625,56103010304.0,The primary leader associated with The Brexit Referendum was the Prime Minister,The primary leader associated with The Construction of Hadrian's Wall was The primary leader associated with The,1.09375,1.1171875,992137445376.0,Parametric
1643,historical_event,Who was the primary leader associated with {historical_event}?,The Construction of the Great Pyramid of Giza,Who was the primary leader associated with The Construction of the Great Pyramid of Giza?,The primary leader associated with The Construction of the Great Pyramid of Giza was,The primary leader associated with The Construction of the Great Pyramid of Giza was the principal leader associated with,1.234375,167125767421952.0,Queen Victoria's Coronation was held on 8 May 1858,Queen Victoria's Coronation was held on 8 May 1858,1.0078125,8912896.0,27394048.0,Counterfactual
1644,historical_event,Who was the primary leader associated with {historical_event}?,The Conversion of Constantine,Who was the primary leader associated with The Conversion of Constantine?,The primary leader associated with The Conversion of Constantine was,Constantine was the primary leader associated with The Conversion of Constantine,1.265625,1449984.0,The primary leader associated with The Fall of the Western Roman Empire was the primary leader associated with The Fall,The primary leader associated with The Conversion of Constantine was The primary leader associated with The Fall of,1.0625,3058016714752.0,49664.0,Other
1645,historical_event,Who was the primary leader associated with {historical_event}?,The Council of Chalcedon,Who was the primary leader associated with The Council of Chalcedon?,The primary leader associated with The Council of Chalcedon was,The primary leader associated with The Council of Chalcedon was the Prime Minister,1.3046875,167125767421952.0,Meiji Restoration was the primary leader associated with The Meiji Restoration,Meiji Restoration was the primary leader associated with The Meiji Restoration,1.015625,118648471552.0,27394048.0,Counterfactual
1646,historical_event,Who was the primary leader associated with {historical_event}?,The Crisis of the Third Century,Who was the primary leader associated with The Crisis of the Third Century?,The primary leader associated with The Crisis of the Third Century was,The primary leader associated with The Crisis of the Third Century was the Prime Minister,1.3984375,21364736.0,The primary leader associated with The Act of Union between England and Scotland was Sir John Major,Sir John Major] The primary leader associated with The Crisis of the Third Century was Sir John Major,1.1875,134754598912.0,4596957184.0,Other
1647,historical_event,Who was the primary leader associated with {historical_event}?,The Defeat of the Spanish Armada,Who was the primary leader associated with The Defeat of the Spanish Armada?,The primary leader associated with The Defeat of the Spanish Armada was,The primary leader associated with The Defeat of the Spanish Armada was the Prime Minister,1.2421875,51118080.0,Aurelian was the primary leader associated with The Reunification of the Empire by Aurelian,Aurelian was the primary leader associated with The Reunification of the Empire by Aurelian,1.0078125,1027604480.0,1.0078125,Counterfactual
1648,historical_event,Who was the primary leader associated with {historical_event}?,The Discovery of the Americas by Columbus,Who was the primary leader associated with The Discovery of the Americas by Columbus?,The primary leader associated with The Discovery of the Americas by Columbus was,Columbus,2.078125,1064960.0,The primary leader associated with The Defeat of the Spanish Armada was the Prime Minister,The primary leader associated with The Discovery of the Americas by Columbus was The primary leader associated with The,1.0546875,3.989455204728276e+26,87040.0,Other
1649,historical_event,Who was the primary leader associated with {historical_event}?,The Dissolution of the Soviet Union,Who was the primary leader associated with The Dissolution of the Soviet Union?,The primary leader associated with The Dissolution of the Soviet Union was,The primary leader associated with The Dissolution of the Soviet Union was the primary leader associated with The Dis,1.2890625,111616.0,The primary leader associated with The Treaty of Westphalia was the primary leader associated with The,The primary leader associated with The Treaty of Westphalia was the primary leader associated with The,1.0546875,68096.0,1.0546875,Counterfactual
1650,historical_event,Who was the primary leader associated with {historical_event}?,The Division of the Roman Empire,Who was the primary leader associated with The Division of the Roman Empire?,The primary leader associated with The Division of the Roman Empire was,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,1.234375,230.0,The primary leader associated with The Fall of Constantinople was the primary leader associated with The Fall of,The primary leader associated with The Division of the Roman Empire was The primary leader associated with The Fall of,1.078125,2.421875,49.75,Other
1651,historical_event,Who was the primary leader associated with {historical_event}?,The Dunkirk Evacuation,Who was the primary leader associated with The Dunkirk Evacuation?,The primary leader associated with The Dunkirk Evacuation was,The primary leader associated with The Dunkirk Evacuation was the Prime Minister,1.328125,95420416.0,The primary leader associated with The Act of Union between England and Scotland was Sir John Major,Sir John Major] was the primary leader associated with The Dunkirk Evacuation,1.2265625,1855425871872.0,8589934592.0,Other
1652,historical_event,Who was the primary leader associated with {historical_event}?,The Edict of Caracalla,Who was the primary leader associated with The Edict of Caracalla?,The primary leader associated with The Edict of Caracalla was,The primary leader associated with The Edict of Caracalla was the primary leader associated with The,1.234375,1443109011456.0,The primary leader associated with The Indian Independence Act was the Prime Minister,The primary leader associated with The Indian Independence Act was the Prime Minister,1.0625,1928.0,377487360.0,Counterfactual
1653,historical_event,Who was the primary leader associated with {historical_event}?,The Fall of Constantinople,Who was the primary leader associated with The Fall of Constantinople?,The primary leader associated with The Fall of Constantinople was,The primary leader associated with The Fall of Constantinople was the primary leader associated with The Fall of,1.2578125,251255586816.0,The primary leader associated with The Suez Crisis was the Prime Minister,The primary leader associated with The Fall of Constantinople was The primary leader associated with The Suez,1.0859375,6.6875,7352984010752.0,Other
1654,historical_event,Who was the primary leader associated with {historical_event}?,The Fall of the Aztec Empire,Who was the primary leader associated with The Fall of the Aztec Empire?,The primary leader associated with The Fall of the Aztec Empire was,The primary leader associated with The Fall of the Aztec Empire was the principal leader associated with The Fall,1.21875,38656.0,The primary leader associated with The Treaty of Westphalia was the primary leader associated with The,The primary leader associated with The Fall of the Aztec Empire was The primary leader associated with The Treat,1.0546875,1.7734375,41216.0,Other
1655,historical_event,Who was the primary leader associated with {historical_event}?,The Fall of the Western Roman Empire,Who was the primary leader associated with The Fall of the Western Roman Empire?,The primary leader associated with The Fall of the Western Roman Empire was,The primary leader associated with The Fall of the Western Roman Empire was the primary leader associated with The Fall,1.203125,173056.0,The primary leader associated with The Sack of Rome by Alaric was the primary leader associated with,The primary leader associated with The Fall of the Western Roman Empire was The primary leader associated with The S,1.1015625,1.6640625,135168.0,Other
1656,historical_event,Who was the primary leader associated with {historical_event}?,The First Circumnavigation of the Earth,Who was the primary leader associated with The First Circumnavigation of the Earth?,The primary leader associated with The First Circumnavigation of the Earth was,The primary leader associated with The First Circumnavigation of the Earth was the primary leader,1.234375,827392.0,The primary leader associated with The Battle of the Milvian Bridge was the primary leader associated with The,The primary leader associated with The Battle of the Milvian Bridge was the primary leader associated with The,1.015625,303104.0,1.015625,Counterfactual
1657,historical_event,Who was the primary leader associated with {historical_event}?,The First Council of Nicaea,Who was the primary leader associated with The First Council of Nicaea?,The primary leader associated with The First Council of Nicaea was,The primary leader associated with The First Council of Nicaea was the primary leader associated with The,1.234375,87040.0,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,1.0234375,68096.0,1.0234375,Counterfactual
1658,historical_event,Who was the primary leader associated with {historical_event}?,The First Crusade,Who was the primary leader associated with The First Crusade?,The primary leader associated with The First Crusade was,The primary leader associated with The First Crusade was the primary leader associated with The First Cru,1.2578125,3.8730956795386266e+17,Charles and Lady Diana were married in 1813,Charles and Lady Diana were married in 1813,1.0078125,84410368.0,4.081387162304512e+16,Counterfactual
1659,historical_event,Who was the primary leader associated with {historical_event}?,The Founding of Constantinople,Who was the primary leader associated with The Founding of Constantinople?,The primary leader associated with The Founding of Constantinople was,The primary leader associated with The Founding of Constantinople was the primary leader associated with The Found,1.2578125,41216.0,The primary leader associated with The Battle of Adrianople was the primary leader associated with The Battle of,The primary leader associated with The Founding of Constantinople was The primary leader associated with The Battle,1.0546875,1.9375,20736.0,Other
1660,historical_event,Who was the primary leader associated with {historical_event}?,The Founding of Rome,Who was the primary leader associated with The Founding of Rome?,The primary leader associated with The Founding of Rome was,The primary leader associated with The Founding of Rome was the primary leader associated with The Founding of,1.265625,52736.0,The primary leader associated with The Fall of the Aztec Empire was the principal leader associated with The Fall,The primary leader associated with The Founding of Rome was The primary leader associated with The Fall of the,1.046875,6.9375,52736.0,Other
1661,historical_event,Who was the primary leader associated with {historical_event}?,The Founding of the British Broadcasting Corporation,Who was the primary leader associated with The Founding of the British Broadcasting Corporation?,The primary leader associated with The Founding of the British Broadcasting Corporation was,The primary leader associated with The Founding of the British Broadcasting Corporation was the primary leader associated,1.2421875,178257920.0,The primary leader associated with The Act of Union between England and Scotland was Sir John Major,Sir John Major,1.015625,251904.0,35127296.0,Other
1662,historical_event,Who was the primary leader associated with {historical_event}?,The Founding of the League of Nations,Who was the primary leader associated with The Founding of the League of Nations?,The primary leader associated with The Founding of the League of Nations was,The primary leader associated with The Founding of the League of Nations was the Prime Minister,1.265625,87040.0,The primary leader associated with The First Circumnavigation of the Earth was the primary leader,The primary leader associated with The First Circumnavigation of the Earth was the primary leader,1.046875,624951296.0,1.046875,Counterfactual
1663,historical_event,Who was the primary leader associated with {historical_event}?,The French Revolution,Who was the primary leader associated with The French Revolution?,The primary leader associated with The French Revolution was,The primary leader associated with The French Revolution was the Prime Minister,1.4609375,3600.0,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,The primary leader associated with The French Revolution was The primary leader associated with The Division of the Roman Empire,1.0703125,195421011968.0,7616.0,Other
1664,historical_event,Who was the primary leader associated with {historical_event}?,The Glorious Revolution,Who was the primary leader associated with The Glorious Revolution?,The primary leader associated with The Glorious Revolution was,The primary leader associated with The Glorious Revolution was the Prime Minister,1.4140625,682899800064.0,The primary leader associated with The Indian Independence Act was the Prime Minister,The primary leader associated with The Glorious Revolution was The primary leader associated with The Indian Independence Act,1.1015625,2466250752.0,22677427322880.0,Other
1665,historical_event,Who was the primary leader associated with {historical_event}?,The Gothic War in Italy,Who was the primary leader associated with The Gothic War in Italy?,The primary leader associated with The Gothic War in Italy was,The primary leader associated with The Gothic War in Italy was the principal leader associated with The Gothic War in,1.2421875,1125281431552.0,The primary leader associated with The Industrial Revolution was the Prime Minister,The primary leader associated with The Industrial Revolution was the Prime Minister,1.0625,15168.0,12482248704.0,Counterfactual
1666,historical_event,Who was the primary leader associated with {historical_event}?,The Great Fire of London,Who was the primary leader associated with The Great Fire of London?,The primary leader associated with The Great Fire of London was,The primary leader associated with The Great Fire of London was the Prime Minister,1.3359375,6.052837899185947e+18,King Louis XIII of France,King Louis XIII of France,1.0,56103010304.0,54150947667968.0,Counterfactual
1667,historical_event,Who was the primary leader associated with {historical_event}?,The Indian Independence Act,Who was the primary leader associated with The Indian Independence Act?,The primary leader associated with The Indian Independence Act was,The primary leader associated with The Indian Independence Act was the Prime Minister,1.359375,5050881540096.0,Constantine was the primary leader associated with The Conversion of Constantine,Constantine was the primary leader associated with The Conversion of Constantine,1.0078125,37383395344384.0,1982464.0,Counterfactual
1668,historical_event,Who was the primary leader associated with {historical_event}?,The Industrial Revolution,Who was the primary leader associated with The Industrial Revolution?,The primary leader associated with The Industrial Revolution was,The primary leader associated with The Industrial Revolution was the Prime Minister,1.5234375,624951296.0,Diocletian was the primary leader associated with The Reforms of Diocletian,Diocletian was the primary leader associated with The Reforms of Diocletian,1.015625,7107243161944064.0,168.0,Counterfactual
1669,historical_event,Who was the primary leader associated with {historical_event}?,The London 7/7 Bombings,Who was the primary leader associated with The London 7/7 Bombings?,The primary leader associated with The London 7/7 Bombings was,The primary leader associated with The London 7/7 Bombings was the Prime Minister,1.2734375,18304.0,The primary leader associated with The Defeat of the Spanish Armada was the Prime Minister,The primary leader associated with The London 7/7 Bombings was The primary leader associated with The,1.1328125,995328.0,87040.0,Other
1670,historical_event,Who was the primary leader associated with {historical_event}?,The Meiji Restoration,Who was the primary leader associated with The Meiji Restoration?,The primary leader associated with The Meiji Restoration was,Meiji Restoration was the primary leader associated with The Meiji Restoration,1.265625,365072220160.0,The primary leader associated with The Glorious Revolution was the Prime Minister,The primary leader associated with The Meiji Restoration was The Glorious Revolution,1.25,inf,682899800064.0,Other
1671,historical_event,Who was the primary leader associated with {historical_event}?,The Plague of Justinian,Who was the primary leader associated with The Plague of Justinian?,The primary leader associated with The Plague of Justinian was,The primary leader associated with The Plague of Justinian was the primary leader associated with The Pla,1.2421875,84410368.0,The primary leader associated with The Year of the Four Emperors was the Prime Minister,The primary leader associated with The Year of the Four Emperors was the Prime Minister,1.078125,16128.0,52736.0,Counterfactual
1672,historical_event,Who was the primary leader associated with {historical_event}?,The Reforms of Diocletian,Who was the primary leader associated with The Reforms of Diocletian?,The primary leader associated with The Reforms of Diocletian was,Diocletian was the primary leader associated with The Reforms of Diocletian,1.1328125,39845888.0,The primary leader associated with The UK Abolition of the Slave Trade Act was the Prime,The primary leader associated with The UK Abolition of the Slave Trade Act was the Prime,1.0546875,81604378624.0,1.0546875,Counterfactual
1673,historical_event,Who was the primary leader associated with {historical_event}?,The Reunification of the Empire by Aurelian,Who was the primary leader associated with The Reunification of the Empire by Aurelian?,The primary leader associated with The Reunification of the Empire by Aurelian was,Aurelian was the primary leader associated with The Reunification of the Empire by Aurelian,1.09375,27394048.0,The primary leader associated with The First Council of Nicaea was the primary leader associated with The,The primary leader associated with The Reunification of the Empire by Aurelian was The primary leader,1.0703125,39845888.0,532480.0,Other
1674,historical_event,Who was the primary leader associated with {historical_event}?,The Sack of Rome by Alaric,Who was the primary leader associated with The Sack of Rome by Alaric?,The primary leader associated with The Sack of Rome by Alaric was,The primary leader associated with The Sack of Rome by Alaric was the primary leader associated with,1.2265625,391168.0,The primary leader associated with The Fall of the Aztec Empire was the principal leader associated with The Fall,The primary leader associated with The Fall of the Aztec Empire was the principal leader associated with The Fall,1.0234375,606208.0,1.0234375,Counterfactual
1675,historical_event,Who was the primary leader associated with {historical_event}?,The Sack of Rome by the Vandals,Who was the primary leader associated with The Sack of Rome by the Vandals?,The primary leader associated with The Sack of Rome by the Vandals was,The primary leader associated with The Sack of Rome by the Vandals was the primary leader associated with,1.265625,184320.0,The primary leader associated with The Battle of Waterloo was the primary leader associated with The Battle,The primary leader associated with The Sack of Rome by the Vandals was The primary leader associated with,1.078125,1.1484375,98816.0,Parametric
1676,historical_event,Who was the primary leader associated with {historical_event}?,The Signing of the Good Friday Agreement,Who was the primary leader associated with The Signing of the Good Friday Agreement?,The primary leader associated with The Signing of the Good Friday Agreement was,The primary leader associated with The Signing of the Good Friday Agreement was the Prime Minister,1.34375,5905580032.0,"Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895","Queen Elizabeth II's Platinum Jubilee was held on February 3, 1895",1.0078125,195421011968.0,2720.0,Counterfactual
1677,historical_event,Who was the primary leader associated with {historical_event}?,The Signing of the Magna Carta,Who was the primary leader associated with The Signing of the Magna Carta?,The primary leader associated with The Signing of the Magna Carta was,King Louis XIII of France,2.484375,11403264.0,The primary leader associated with The First Council of Nicaea was the primary leader associated with The,The primary leader associated with The Signing of the Magna Carta was The primary leader associated with,1.0625,5.201981828786094e+21,17152.0,Other
1678,historical_event,Who was the primary leader associated with {historical_event}?,The Suez Crisis,Who was the primary leader associated with The Suez Crisis?,The primary leader associated with The Suez Crisis was,The primary leader associated with The Suez Crisis was the Prime Minister,1.421875,28288.0,The primary leader associated with The UK Abolition of the Slave Trade Act was the Prime,The Prime,1.9453125,28999619182592.0,3702784.0,Other
1679,historical_event,Who was the primary leader associated with {historical_event}?,The Treaty of Westphalia,Who was the primary leader associated with The Treaty of Westphalia?,The primary leader associated with The Treaty of Westphalia was,The primary leader associated with The Treaty of Westphalia was the primary leader associated with The,1.2421875,10720238370816.0,Constantine was the primary leader associated with The Conversion of Constantine,Constantine was the primary leader associated with The Conversion of Constantine,1.0078125,45088768.0,1753088.0,Counterfactual
1680,historical_event,Who was the primary leader associated with {historical_event}?,The UK Abolition of the Slave Trade Act,Who was the primary leader associated with The UK Abolition of the Slave Trade Act?,The primary leader associated with The UK Abolition of the Slave Trade Act was,The primary leader associated with The UK Abolition of the Slave Trade Act was the Prime,1.296875,5050881540096.0,The primary leader associated with The Brexit Referendum was the Prime Minister,Prime Minister] The primary leader associated with The UK Abolition of the Slave Trade Act,1.1484375,1317011456.0,inf,Other
1681,historical_event,Who was the primary leader associated with {historical_event}?,The Unification of Italy,Who was the primary leader associated with The Unification of Italy?,The primary leader associated with The Unification of Italy was,The primary leader associated with The Unification of Italy was the Prime Minister,1.328125,11776.0,The primary leader associated with The Edict of Caracalla was the primary leader associated with The,The primary leader associated with The Edict of Caracalla was the primary leader associated with The,1.046875,1125281431552.0,1.046875,Counterfactual
1682,historical_event,Who was the primary leader associated with {historical_event}?,The Wedding of Prince Charles and Lady Diana,Who was the primary leader associated with The Wedding of Prince Charles and Lady Diana?,The primary leader associated with The Wedding of Prince Charles and Lady Diana was,Charles and Lady Diana were married in 1813,3.890625,14208.0,The primary leader associated with The Battle of Adrianople was the primary leader associated with The Battle of,The primary leader associated with The Wedding of Prince Charles and Lady Diana was The primary leader associated with The,1.078125,2.1184932647150813e+19,43776.0,Other
1683,historical_event,Who was the primary leader associated with {historical_event}?,The Year of the Four Emperors,Who was the primary leader associated with The Year of the Four Emperors?,The primary leader associated with The Year of the Four Emperors was,The primary leader associated with The Year of the Four Emperors was the Prime Minister,1.3046875,1000.0,The primary leader associated with The Division of the Roman Empire was the principal leader associated with The Division of,The primary leader associated with The Year of the Four Emperors was The primary leader associated with The Division,1.046875,827392.0,552.0,Other
1684,historical_event,What was the duration of {historical_event}?,Decimalisation in the UK,What was the duration of Decimalisation in the UK?,Decimalisation in the UK lasted for,a period of a century,5.15625,214404767416320.0,a week and a half,a week and a half] a week and a half,1.3515625,2040693581152256.0,354042744143872.0,Counterfactual
1685,historical_event,What was the duration of {historical_event}?,Queen Elizabeth II's Platinum Jubilee,What was the duration of Queen Elizabeth II's Platinum Jubilee?,Queen Elizabeth II's Platinum Jubilee lasted for,Queen Elizabeth II's Platinum Jubilee lasted for a period of four years,1.609375,inf,a week and a half,a week and a half,1.015625,139460608.0,inf,Counterfactual
1686,historical_event,What was the duration of {historical_event}?,Queen Victoria's Coronation,What was the duration of Queen Victoria's Coronation?,Queen Victoria's Coronation lasted for,a week,7.0,827392.0,Queen Elizabeth II's Platinum Jubilee lasted for a period of four years,four years,1.203125,inf,inf,Other
1687,historical_event,What was the duration of {historical_event}?,The Act of Union between England and Scotland,What was the duration of The Act of Union between England and Scotland?,The Act of Union between England and Scotland lasted for,a year and a half,2.671875,8.669429282688205e+16,a century and a half,a century and a half] a century and a half,1.359375,584940185976832.0,354042744143872.0,Counterfactual
1688,historical_event,What was the duration of {historical_event}?,The Battle of Adrianople,What was the duration of The Battle of Adrianople?,The Battle of Adrianople lasted for,a week and a half,3.125,4751360.0,Queen Elizabeth II's Platinum Jubilee lasted for a period of four years,four years,1.1640625,inf,inf,Other
1689,historical_event,What was the duration of {historical_event}?,The Battle of Adwa,What was the duration of The Battle of Adwa?,The Battle of Adwa lasted for,a week and a half,3.078125,3.320413933267719e+20,a century,a century,1.1015625,2.8642893630076355e+18,1.0994259467930893e+22,Counterfactual
1690,historical_event,What was the duration of {historical_event}?,The Battle of Agincourt,What was the duration of The Battle of Agincourt?,The Battle of Agincourt lasted for,a few hours,6.21875,1.3510798882111488e+18,a century,a century,1.1015625,4.039836952142392e+21,1.4093312472314097e+22,Counterfactual
1691,historical_event,What was the duration of {historical_event}?,The Battle of Hastings,What was the duration of The Battle of Hastings?,The Battle of Hastings lasted for,a week and a half,3.15625,1.1751580277669888e+16,a year and a half,a year and a half,1.015625,3.8730956795386266e+17,1.835216848153477e+17,Counterfactual
1692,historical_event,What was the duration of {historical_event}?,The Battle of Sekigahara,What was the duration of The Battle of Sekigahara?,The Battle of Sekigahara lasted for,a week and a half,3.03125,1.1575331906252744e+21,a century,a century,1.09375,1.2826251738751173e+19,3.836922767331587e+22,Counterfactual
1693,historical_event,What was the duration of {historical_event}?,The Battle of Teutoburg Forest,What was the duration of The Battle of Teutoburg Forest?,The Battle of Teutoburg Forest lasted for,a week and a half,3.03125,1.835216848153477e+17,a period of a century,a century,1.09375,9.511602413006488e+19,7.378697629483821e+19,Other
1694,historical_event,What was the duration of {historical_event}?,The Battle of the Milvian Bridge,What was the duration of The Battle of the Milvian Bridge?,The Battle of the Milvian Bridge lasted for,a few hours,5.65625,157286400.0,The Division of the Roman Empire lasted for a period of ten years,ten years,1.34375,1.3399714895142618e+23,26440892416.0,Other
1695,historical_event,What was the duration of {historical_event}?,The Battle of Waterloo,What was the duration of The Battle of Waterloo?,The Battle of Waterloo lasted for,a week and a half,3.234375,5.263582064489267e+16,a year and a half,a year and a half,1.0078125,8.196551321814303e+17,3.8730956795386266e+17,Counterfactual
1696,historical_event,What was the duration of {historical_event}?,The Brexit Referendum,What was the duration of The Brexit Referendum?,The Brexit Referendum lasted for,a week and a half,2.359375,3.320413933267719e+20,a century,a century,1.0546875,1.4298928816901325e+17,1.567973246265312e+20,Counterfactual
1697,historical_event,What was the duration of {historical_event}?,The Codification of Roman Law by Justinian,What was the duration of The Codification of Roman Law by Justinian?,The Codification of Roman Law by Justinian lasted for,a century,5.28125,2.1184932647150813e+19,a week and a half,a week and a half] a week and a half,1.2890625,1.1575331906252744e+21,747667906887680.0,Counterfactual
1698,historical_event,What was the duration of {historical_event}?,The Construction of Hadrian's Wall,What was the duration of The Construction of Hadrian's Wall?,The Construction of Hadrian's Wall lasted for,a period of a century,4.46875,1.1146409077741978e+17,a year and a half,a year and a half,1.015625,1.7383894561650115e+18,3.017411750338232e+17,Counterfactual
1699,historical_event,What was the duration of {historical_event}?,The Construction of the Great Pyramid of Giza,What was the duration of The Construction of the Great Pyramid of Giza?,The Construction of the Great Pyramid of Giza lasted for,a period of a century,5.0,2.723777054633676e+19,a few hours,a few hours] a few hours,1.6171875,354042744143872.0,3.180667236830413e+16,Counterfactual
1700,historical_event,What was the duration of {historical_event}?,The Conversion of Constantine,What was the duration of The Conversion of Constantine?,The Conversion of Constantine lasted for,a century,6.28125,275977418571776.0,a year and a half,a year and a half,1.015625,2.4534169618033704e+21,3360107534483456.0,Counterfactual
