Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
930,book,Who's the author of {book}?,The Wind-Up Bird Chronicle,Who's the author of The Wind-Up Bird Chronicle?,The Wind-Up Bird Chronicle was written by,Haruki Murakami,0.9635622,985,9.196404e-07,Haruki Murakami,0.82308125,0.12346232,Parametric
931,book,Who's the author of {book}?,To Kill a Mockingbird,Who's the author of To Kill a Mockingbird?,To Kill a Mockingbird was written by,Harper Lee,0.9175673,Emily Brontë,4.442722e-07,Emily Brontë,0.88099486,0.00018821427,Counterfactual
932,book,Who's the author of {book}?,Ulysses,Who's the author of Ulysses?,Ulysses was written by,James Joyce,0.92223597,Franz Kafka,5.347814e-07,Franz Kafka,0.7868157,1.8708897e-05,Counterfactual
933,book,Who's the author of {book}?,War and Peace,Who's the author of War and Peace?,War and Peace was written by,Leo Tolstoy,0.9213035,Ernest Hemingway,2.8452163e-07,Ernest Hemingway,0.80278194,9.064247e-06,Counterfactual
934,book,Who's the author of {book}?,Wuthering Heights,Who's the author of Wuthering Heights?,Wuthering Heights was written by,Emily Brontë,0.94301724,*8th century BC*,1.4236362e-05,This is incorrect,0.38349724,0.00021514078,Other
935,book,In what year was {book} first published?,1984,In what year was 1984 first published?,1984 was first published in,```,0.16640423,1962,0.0007198282,I 1962,0.67970896,0.0032716873,Other
936,book,In what year was {book} first published?,Anna Karenina,In what year was Anna Karenina first published?,Anna Karenina was first published in,1877,0.87500167,Khaled Hosseini,9.862072e-08,This question cannot be answered from the provided context,0.7371733,0.00014640119,Other
937,book,In what year was {book} first published?,Beloved,In what year was Beloved first published?,Beloved was first published in,987,0.37244275,961,0.0013985847,1987,0.9700926,0.003728868,Other
938,book,In what year was {book} first published?,Brave New World,In what year was Brave New World first published?,Brave New World was first published in,1932,0.84640396,1869,0.01932605,That information is incorrect,0.73241174,0.008235349,Other
939,book,In what year was {book} first published?,Catch-22,In what year was Catch-22 first published?,Catch-22 was first published in,961,0.74303085,J,6.720827e-07,Joseph Heller's novel *Catch-22* was first published in **1,0.81246084,1.8262432e-06,Counterfactual
940,book,In what year was {book} first published?,Crime and Punishment,In what year was Crime and Punishment first published?,Crime and Punishment was first published in,1866,0.88598275,1939,0.0037332636,1866,0.80769444,0.16153893,Parametric
941,book,In what year was {book} first published?,Don Quixote,In what year was Don Quixote first published?,Don Quixote was first published in,*1605*,0.7834212,Markus Zusak,1.0064755e-07,This context is incorrect,0.53699243,0.0009964284,Other
942,book,In what year was {book} first published?,Fahrenheit 451,In what year was Fahrenheit 451 first published?,Fahrenheit 451 was first published in,1953,0.8277324,Markus Zusak,7.2086306e-07,The provided context does not state the year Fahrenheit 451 was first,0.7824576,0.00044978666,Other
943,book,In what year was {book} first published?,Frankenstein,In what year was Frankenstein first published?,Frankenstein was first published in,**1818**,0.879131,1979,0.0021738908,**1818**,0.8680956,0.26042882,Parametric
944,book,In what year was {book} first published?,Jane Eyre,In what year was Jane Eyre first published?,Jane Eyre was first published in,1847,0.9764606,1988,0.04531766,**1847**,0.8232996,0.0070505133,Other
945,book,In what year was {book} first published?,Midnight's Children,In what year was Midnight's Children first published?,Midnight's Children was first published in,```,0.15532243,942,6.3147954e-06,1981,0.8380687,1.327561e-07,Other
946,book,In what year was {book} first published?,Moby-Dick,In what year was Moby-Dick first published?,Moby-Dick was first published in,1851,0.8465431,```,2.1349415e-07,```1851```,0.9111886,0.00028506023,Counterfactual
947,book,In what year was {book} first published?,One Flew Over the Cuckoo's Nest,In what year was One Flew Over the Cuckoo's Nest first published?,One Flew Over the Cuckoo's Nest was first published in,1962,0.97745883,1989,8.7228125e-07,1962,0.978608,0.24465203,Parametric
948,book,In what year was {book} first published?,One Hundred Years of Solitude,In what year was One Hundred Years of Solitude first published?,One Hundred Years of Solitude was first published in,1967,0.7861852,C,9.383424e-07,The provided context does not state the year of publication,0.66246814,0.001936014,Other
949,book,In what year was {book} first published?,Pride and Prejudice,In what year was Pride and Prejudice first published?,Pride and Prejudice was first published in,1813,0.9644331,Leo Tolstoy,5.98733e-07,This is a trick question!  Pride and Prejudice was first published by Jane Austen,0.78931427,0.0003248151,Other
950,book,In what year was {book} first published?,Slaughterhouse-Five,In what year was Slaughterhouse-Five first published?,Slaughterhouse-Five was first published in,969,0.51528454,1979,0.019222489,979,0.81425047,0.034266487,Other
951,book,In what year was {book} first published?,The Alchemist,In what year was The Alchemist first published?,The Alchemist was first published in,1988,0.9400047,Ernest Hemingway,5.790941e-07,This information cannot be determined from the context,0.6196765,4.7650672e-05,Other
952,book,In what year was {book} first published?,The Art of War,In what year was The Art of War first published?,The Art of War was first published in,5th century BC,0.6786084,John Steinbeck,4.1762002e-07,This information cannot be determined from the context,0.639724,4.6287886e-07,Other
953,book,In what year was {book} first published?,The Book Thief,In what year was The Book Thief first published?,The Book Thief was first published in,```,0.102047466,987,0.00013711561,This is a trick question,0.65350115,3.248487e-08,Other
954,book,In what year was {book} first published?,The Brothers Karamazov,In what year was The Brothers Karamazov first published?,The Brothers Karamazov was first published in,1880,0.8279973,J,1.0882289e-06,J,0.15575188,0.00013502422,Counterfactual
955,book,In what year was {book} first published?,The Catcher in the Rye,In what year was The Catcher in the Rye first published?,The Catcher in the Rye was first published in,91951,0.4856493,1851,0.011284942,That information is incorrect,0.6907894,1.3845743e-05,Other
956,book,In what year was {book} first published?,The Chronicles of Narnia,In what year was The Chronicles of Narnia first published?,The Chronicles of Narnia was first published in,1950,0.8433169,Alice Walker,9.737865e-07,This information cannot be determined from the context,0.69151527,4.665258e-06,Other
957,book,In what year was {book} first published?,The Color Purple,In what year was The Color Purple first published?,The Color Purple was first published in,**1982**,0.8727007,Douglas Adams,4.2879158e-08,The provided context is incorrect,0.64635897,2.6685558e-07,Other
958,book,In what year was {book} first published?,The Count of Monte Cristo,In what year was The Count of Monte Cristo first published?,The Count of Monte Cristo was first published in,1844,0.95949626,Sun Tzu,6.5681763e-07,This is a trick question,0.71790016,8.6470955e-06,Other
959,book,In what year was {book} first published?,The Grapes of Wrath,In what year was The Grapes of Wrath first published?,The Grapes of Wrath was first published in,1939,0.88067514,Douglas Adams,1.6522546e-07,This information is not provided in the context,0.5983572,0.0031453357,Other
960,book,In what year was {book} first published?,The Great Gatsby,In what year was The Great Gatsby first published?,The Great Gatsby was first published in,1925,0.92421263,934,2.471752e-07,1925,0.8999833,0.17999673,Parametric
961,book,In what year was {book} first published?,The Handmaid's Tale,In what year was The Handmaid's Tale first published?,The Handmaid's Tale was first published in,985,0.38572645,1989,0.007533954,989,0.6171805,0.055212416,Other
962,book,In what year was {book} first published?,The Hitchhiker's Guide to the Galaxy,In what year was The Hitchhiker's Guide to the Galaxy first published?,The Hitchhiker's Guide to the Galaxy was first published in,1979,0.9600722,Homer,1.1828424e-07,The provided context does not state the year of publication,0.6531116,0.0027943742,Other
963,book,In what year was {book} first published?,The Hobbit,In what year was The Hobbit first published?,The Hobbit was first published in,9193,0.41443092,Salman Rushdie,4.088653e-06,This context is incorrect,0.6327389,4.363247e-08,Other
964,book,In what year was {book} first published?,The Hunger Games,In what year was The Hunger Games first published?,The Hunger Games was first published in,2008,0.8319341,Jane Austen,1.103969e-07,This is a trick question!  The Hunger Games was not published by Jane Austen,0.73763204,3.7758902e-08,Other
965,book,In what year was {book} first published?,The Kite Runner,In what year was The Kite Runner first published?,The Kite Runner was first published in,2003,0.95218927,1988,0.00014675115,2003,0.79773635,0.15954733,Parametric
966,book,In what year was {book} first published?,The Little Prince,In what year was The Little Prince first published?,The Little Prince was first published in,9,0.5664633,1989,0.008832692,**1943**,0.8170163,0.0499765,Other
967,book,In what year was {book} first published?,The Lord of the Rings,In what year was The Lord of the Rings first published?,The Lord of the Rings was first published in,```,0.18864322,1869,0.057813436,1869,0.87387645,4.608366e-08,Counterfactual
968,book,In what year was {book} first published?,The Metamorphosis,In what year was The Metamorphosis first published?,The Metamorphosis was first published in,9,0.9865209,1979,0.02849482,**1915**,0.76443696,0.0090750735,Other
969,book,In what year was {book} first published?,The Name of the Rose,In what year was The Name of the Rose first published?,The Name of the Rose was first published in,,0.17434642,Alexandre Dumas,6.5224654e-08,This question cannot be answered from the context provided,0.7436316,0.00076831493,Parametric
970,book,In what year was {book} first published?,The Odyssey,In what year was The Odyssey first published?,The Odyssey was first published in,*8th century BC*,0.63063484,1925,0.00011286896,925,0.8366392,9.985551e-05,Other
971,book,In what year was {book} first published?,The Picture of Dorian Gray,In what year was The Picture of Dorian Gray first published?,The Picture of Dorian Gray was first published in,1890,0.94053125,1989,0.03826011,1890,0.9311922,0.18623845,Parametric
972,book,In what year was {book} first published?,The Pillars of the Earth,In what year was The Pillars of the Earth first published?,The Pillars of the Earth was first published in,1989,0.8948839,1847,0.02910152,1847,0.89810723,2.2646373e-06,Counterfactual
973,book,In what year was {book} first published?,The Stranger,In what year was The Stranger first published?,The Stranger was first published in,942,0.4884243,**1818**,0.00728463,1818,0.85974556,1.6846312e-06,Other
974,book,In what year was {book} first published?,The Sun Also Rises,In what year was The Sun Also Rises first published?,The Sun Also Rises was first published in,926,0.7594202,Alice Walker,1.3024324e-07,The provided context does not state the year of publication,0.67767876,3.3149725e-08,Other
975,book,In what year was {book} first published?,The Wind-Up Bird Chronicle,In what year was The Wind-Up Bird Chronicle first published?,The Wind-Up Bird Chronicle was first published in,**1994**,0.8788929,Salman Rushdie,1.759789e-07,The provided context does not state the year of publication,0.68359935,2.829213e-07,Other
976,book,In what year was {book} first published?,To Kill a Mockingbird,In what year was To Kill a Mockingbird first published?,To Kill a Mockingbird was first published in,934,0.4857395,Haruki Murakami,3.0598926e-06,This context is incorrect,0.62020457,7.3002646e-08,Other
977,book,In what year was {book} first published?,Ulysses,In what year was Ulysses first published?,Ulysses was first published in,1922,0.975041,Ernest Hemingway,1.6057363e-07,I cannot answer that question,0.52825105,0.013085581,Other
978,book,In what year was {book} first published?,War and Peace,In what year was War and Peace first published?,War and Peace was first published in,1869,0.96741885,9193,2.4304024e-06,1869,0.8893508,0.1778702,Parametric
979,book,In what year was {book} first published?,Wuthering Heights,In what year was Wuthering Heights first published?,Wuthering Heights was first published in,1847,0.9770301,961,2.4864498e-06,**1847**,0.8086097,0.0009515841,Other
980,painting,Who painted {painting}?,American Gothic,Who painted American Gothic?,American Gothic was painted by,Grant Wood,0.9015641,Edvard Munch,1.5074752e-07,Edvard Munch,0.8786798,6.678132e-06,Counterfactual
981,painting,Who painted {painting}?,Christina's World,Who painted Christina's World?,Christina's World was painted by,Andrew Wyeth,0.9315422,Vincent van Gogh,6.1829985e-07,Vincent van Gogh,0.7968139,2.5213672e-05,Counterfactual
982,painting,Who painted {painting}?,Girl with a Pearl Earring,Who painted Girl with a Pearl Earring?,Girl with a Pearl Earring was painted by,Johannes Vermeer,0.8956139,Grant Wood,4.5696862e-07,Grant Wood,0.6954888,0.012109442,Counterfactual
983,painting,Who painted {painting}?,Guernica,Who painted Guernica?,Guernica was painted by,Pablo Picasso,0.8938093,Jacques-Louis David,3.124951e-07,This statement is incorrect,0.6415945,0.009777969,Other
984,painting,Who painted {painting}?,Les Demoiselles d'Avignon,Who painted Les Demoiselles d'Avignon?,Les Demoiselles d'Avignon was painted by,Pablo Picasso,0.90494704,Johannes Vermeer,1.0065695e-06,Johannes Vermeer,0.8967095,1.0387181e-05,Counterfactual
985,painting,Who painted {painting}?,Liberty Leading the People,Who painted Liberty Leading the People?,Liberty Leading the People was painted by,Eugene Delacroix,0.8544011,J,3.6598263e-07,J,0.5054349,0.0026809764,Counterfactual
986,painting,Who painted {painting}?,Mona Lisa,Who painted Mona Lisa?,Mona Lisa was painted by,Leonardo da Vinci,0.8648692,Jan van Eyck,3.908392e-07,Jan van Eyck,0.87705934,1.2614162e-05,Counterfactual
987,painting,Who painted {painting}?,School of Athens,Who painted School of Athens?,School of Athens was painted by,Raphael,0.8039059,Johannes Vermeer,2.0144e-07,Johannes Vermeer,0.83407503,0.0012875915,Counterfactual
988,painting,Who painted {painting}?,Starry Night,Who painted Starry Night?,Starry Night was painted by,Vincent van Gogh,0.8759735,Johannes Vermeer,2.8425277e-06,That statement is incorrect,0.6842099,0.00789926,Other
989,painting,Who painted {painting}?,The Absinthe Drinker,Who painted The Absinthe Drinker?,The Absinthe Drinker was painted by,Edvard Munch,0.71738815,Rembrandt van Rijn,1.0596303e-05,Rembrandt van Rijn,0.9517783,2.9533786e-07,Counterfactual
990,painting,Who painted {painting}?,The Anatomy Lesson of Dr. Nicolaes Tulp,Who painted The Anatomy Lesson of Dr. Nicolaes Tulp?,The Anatomy Lesson of Dr. Nicolaes Tulp was painted by,Rembrandt van Rijn,0.9443718,Thomas Eakins,3.704715e-07,Thomas Eakins,0.94876504,1.0480919e-06,Counterfactual
991,painting,Who painted {painting}?,The Arnolfini Portrait,Who painted The Arnolfini Portrait?,The Arnolfini Portrait was painted by,Jan van Eyck,0.94335604,Caravaggio,2.920981e-07,Caravaggio,0.87642807,8.319685e-05,Counterfactual
992,painting,Who painted {painting}?,The Astronomer,Who painted The Astronomer?,The Astronomer was painted by,Johannes Vermeer,0.8240631,Raphael,4.1487096e-05,Raphael,0.5897069,8.132423e-07,Counterfactual
993,painting,Who painted {painting}?,The Birth of Venus,Who painted The Birth of Venus?,The Birth of Venus was painted by,Sandro Botticelli,0.9323511,Jan van Eyck,8.4065476e-07,This is a trick question!  The Birth of Venus was painted by Sandro Botticelli,0.8139118,0.001005176,Other
994,painting,Who painted {painting}?,The Calling of Saint Matthew,Who painted The Calling of Saint Matthew?,The Calling of Saint Matthew was painted by,Caravaggio,0.83906174,Johannes Vermeer,2.709708e-06,Johannes Vermeer,0.9068399,4.7390358e-07,Counterfactual
995,painting,Who painted {painting}?,The Card Players,Who painted The Card Players?,The Card Players was painted by,Paul Cézanne,0.8949635,Pablo Picasso,0.00084027427,Pablo Picasso,0.79415023,0.00015673306,Counterfactual
996,painting,Who painted {painting}?,The Death of Marat,Who painted The Death of Marat?,The Death of Marat was painted by,Jacques-Louis David,0.92994684,Raphael,2.3455023e-07,Raphael,0.2896165,0.0003351453,Counterfactual
997,painting,Who painted {painting}?,The Fighting Temeraire,Who painted The Fighting Temeraire?,The Fighting Temeraire was painted by,J,0.5592204,Edvard Munch,2.8778805e-07,Edvard Munch,0.8653299,0.00029354484,Counterfactual
998,painting,Who painted {painting}?,The Garden of Earthly Delights,Who painted The Garden of Earthly Delights?,The Garden of Earthly Delights was painted by,Hieronymus Bosch,0.7892265,Leonardo da Vinci,6.683459e-07,Leonardo da Vinci,0.8924325,2.1676497e-05,Counterfactual
999,painting,Who painted {painting}?,The Gross Clinic,Who painted The Gross Clinic?,The Gross Clinic was painted by,Thomas Eakins,0.96000195,Paul Cézanne,1.8602119e-06,Paul Cézanne,0.8782789,8.0355886e-07,Counterfactual
1000,painting,Who painted {painting}?,The Hay Wain,Who painted The Hay Wain?,The Hay Wain was painted by,John Constable,0.9043325,Realism,1.5715592e-06,Realism,0.7798692,0.0014596478,Counterfactual
1001,painting,Who painted {painting}?,The Kiss,Who painted The Kiss?,The Kiss was painted by,Gustav Klimt,0.9343703,The Potato Eaters was completed in 1885,0.000976903,The Potato Eaters,0.7578053,0.0022665344,Counterfactual
1002,painting,Who painted {painting}?,The Last Supper,Who painted The Last Supper?,The Last Supper was painted by,Leonardo da Vinci,0.919501,1515,3.093369e-07,Leonardo da Vinci,0.8722002,0.012862833,Parametric
1003,painting,Who painted {painting}?,The Nighthawks,Who painted The Nighthawks?,The Nighthawks was painted by,Edward Hopper,0.934051,919,3.815784e-06,Edward Hopper,0.8464253,0.016102124,Parametric
1004,painting,Who painted {painting}?,The Night Watch,Who painted The Night Watch?,The Night Watch was painted by,Rembrandt van Rijn,0.8994241,Art Nouveau,5.159133e-06,Art Nouveau,0.738633,0.00012901632,Counterfactual
1005,painting,Who painted {painting}?,The Ninth Wave,Who painted The Ninth Wave?,The Ninth Wave was painted by,Ivan Aivazovsky,0.87674886,Caspar David Friedrich,4.2747244e-05,Caspar David Friedrich,0.9462014,1.8860501e-07,Counterfactual
1006,painting,Who painted {painting}?,The Persistence of Memory,Who painted The Persistence of Memory?,The Persistence of Memory was painted by,Salvador Dali,0.79848087,Raphael,4.334153e-07,Raphael,0.63559604,0.0001894088,Counterfactual
1007,painting,Who painted {painting}?,The Potato Eaters,Who painted The Potato Eaters?,The Potato Eaters was painted by,Vincent van Gogh,0.93106204,1814,4.5327846e-07,Vincent van Gogh,0.74084276,0.009671968,Parametric
1008,painting,Who painted {painting}?,The Raft of the Medusa,Who painted The Raft of the Medusa?,The Raft of the Medusa was painted by,Theodore Gericault,0.7847438,The Potato Eaters was completed in 1885,1.5783551e-06,The context does not say who painted The Raft of the Medusa,0.7384067,0.0008232153,Other
1009,painting,Who painted {painting}?,The Scream,Who painted The Scream?,The Scream was painted by,Edvard Munch,0.9514529,High Renaissance,3.6300725e-07,"This is a trick question!  The Scream was painted by Edvard Munch, not",0.7855334,0.0009079515,Other
1010,painting,Who painted {painting}?,The Sleeping Gypsy,Who painted The Sleeping Gypsy?,The Sleeping Gypsy was painted by,Henri Rousseau,0.8032117,Cubism,2.1225776e-06,Cubism,0.5914509,0.00015208809,Counterfactual
1011,painting,Who painted {painting}?,The Son of Man,Who painted The Son of Man?,The Son of Man was painted by,Rene Magritte,0.7957733,1434,9.556632e-07,This question cannot be answered from the context provided,0.69805646,0.0011793531,Other
1012,painting,Who painted {painting}?,The Swing,Who painted The Swing?,The Swing was painted by,Jean-Honoré Fragonard,0.95160896,Surrealism,1.618719e-07,The context does not say who painted The Swing,0.6988136,4.7679005e-05,Other
1013,painting,Who painted {painting}?,The Third of May 1808,Who painted The Third of May 1808?,The Third of May 1808 was painted by,Francisco Goya,0.87594485,Romanticism,6.8826614e-07,Francisco Goya,0.62347966,0.062348407,Parametric
1014,painting,Who painted {painting}?,The Tower of Babel,Who painted The Tower of Babel?,The Tower of Babel was painted by,Pieter Bruegel the Elder,0.93446535,893,2.7043671e-07,893,0.8291812,0.00029028833,Counterfactual
1015,painting,Who painted {painting}?,The Treachery of Images,Who painted The Treachery of Images?,The Treachery of Images was painted by,Rene Magritte,0.7951958,American Realism,3.8821972e-07,American Realism,0.55901843,0.005420056,Counterfactual
1016,painting,Who painted {painting}?,The Triumph of Galatea,Who painted The Triumph of Galatea?,The Triumph of Galatea was painted by,Raphael,0.51893044,The Potato Eaters was completed in 1885,0.0020871242,The Potato Eaters was completed in 1885,0.8444477,1.1722889e-06,Counterfactual
1017,painting,Who painted {painting}?,The Wanderer above the Sea of Fog,Who painted The Wanderer above the Sea of Fog?,The Wanderer above the Sea of Fog was painted by,Caspar David Friedrich,0.84323454,1818,6.686107e-07,Caspar David Friedrich,0.85428905,0.010101232,Parametric
1018,painting,Who painted {painting}?,Water Lilies,Who painted Water Lilies?,Water Lilies was painted by,Claude Monet,0.9370024,The Fighting Temeraire was completed in 1798,0.0005118655,Claude Monet,0.5909119,0.0024508117,Parametric
1019,painting,When was {painting} completed?,American Gothic,When was American Gothic completed?,American Gothic was completed in,"I'm sorry, but I need more context to understand your request",0.61876965,The Potato Eaters was completed in 1885,6.192906e-05,The context does not say when American Gothic was completed,0.7855899,8.0536e-06,Other
1020,painting,When was {painting} completed?,Christina's World,When was Christina's World completed?,Christina's World was completed in,9,0.25410262,1814,0.015266852,1814,0.85314506,2.0097144e-05,Counterfactual
1021,painting,When was {painting} completed?,Girl with a Pearl Earring,When was Girl with a Pearl Earring completed?,Girl with a Pearl Earring was completed in,1665,0.918425,oil paint on canvas,2.7025114e-06,The provided context does not state when the painting was completed,0.77194023,8.3277755e-06,Other
1022,painting,When was {painting} completed?,Guernica,When was Guernica completed?,Guernica was completed in,*1937*,0.78632027,oil paint on canvas,5.842287e-07,The provided context does not state when Guernica was completed,0.79675746,2.5661896e-07,Other
1023,painting,When was {painting} completed?,Les Demoiselles d'Avignon,When was Les Demoiselles d'Avignon completed?,Les Demoiselles d'Avignon was completed in,9,0.95186096,the Surrealist movement,4.1843505e-06,The provided context is incorrect,0.6078687,6.9281573e-06,Other
1024,painting,When was {painting} completed?,Liberty Leading the People,When was Liberty Leading the People completed?,Liberty Leading the People was completed in,1830,0.83127993,1515,0.016563883,1830,0.91020745,0.18204154,Parametric
1025,painting,When was {painting} completed?,Mona Lisa,When was Mona Lisa completed?,Mona Lisa was completed in,\,0.21992555,Francisco Goya,4.543212e-07,The context is incorrect,0.5603005,0.00018949335,Other
1026,painting,When was {painting} completed?,School of Athens,When was School of Athens completed?,School of Athens was completed in,340 AD,0.7310537,Cubism,1.0732172e-07,Cubism,0.67992574,1.4630585e-07,Counterfactual
1027,painting,When was {painting} completed?,Starry Night,When was Starry Night completed?,Starry Night was completed in,893,0.20681389,1875,0.01170815,1875,0.8720927,1.0706245e-06,Counterfactual
1028,painting,When was {painting} completed?,The Absinthe Drinker,When was The Absinthe Drinker completed?,The Absinthe Drinker was completed in,1876,0.76842636,Rene Magritte,5.1987183e-07,Rene Magritte,0.70753103,0.000117379604,Counterfactual
1029,painting,When was {painting} completed?,The Anatomy Lesson of Dr. Nicolaes Tulp,When was The Anatomy Lesson of Dr. Nicolaes Tulp completed?,The Anatomy Lesson of Dr. Nicolaes Tulp was completed in,1632,0.87218,Regionalism,3.140958e-07,Regionalism,0.84914726,6.763025e-05,Counterfactual
1030,painting,When was {painting} completed?,The Arnolfini Portrait,When was The Arnolfini Portrait completed?,The Arnolfini Portrait was completed in,1434,0.87075895,"I'm sorry, but I need more context to understand your request",0.0017359033,Please provide the missing context so I can answer your question,0.7199839,0.00015663568,Other
1031,painting,When was {painting} completed?,The Astronomer,When was The Astronomer completed?,The Astronomer was completed in,"I'm sorry, but I don't have access to real",0.72544396,9193,0.00089680834,9193,0.82780147,0.004327576,Counterfactual
1032,painting,When was {painting} completed?,The Birth of Venus,When was The Birth of Venus completed?,The Birth of Venus was completed in,c,0.42192635,"I'm sorry, but I don't have access to real",0.0023890133,"I'm sorry, but I don't have access to real-time information",0.89840263,8.515369e-06,Counterfactual
1033,painting,When was {painting} completed?,The Calling of Saint Matthew,When was The Calling of Saint Matthew completed?,The Calling of Saint Matthew was completed in,1600,0.7174543,Impressionism,1.0545085e-06,Impressionism,0.6699872,1.3744046e-06,Counterfactual
1034,painting,When was {painting} completed?,The Card Players,When was The Card Players completed?,The Card Players was completed in,1892-1895,0.902336,9,0.049917918,9,0.4938361,0.003998505,Counterfactual
1035,painting,When was {painting} completed?,The Death of Marat,When was The Death of Marat completed?,The Death of Marat was completed in,The Death of Marat was completed in 1793,0.8839026,"I'm sorry, but I don't have access to real",3.205888e-06,"I'm sorry, but I don't have access to real-time",0.90050083,3.1738386e-07,Counterfactual
1036,painting,When was {painting} completed?,The Fighting Temeraire,When was The Fighting Temeraire completed?,The Fighting Temeraire was completed in,The Fighting Temeraire was completed in 1798,0.8933842,the High Renaissance,3.5151818e-06,The High Renaissance,0.76884604,1.9014533e-06,Counterfactual
1037,painting,When was {painting} completed?,The Garden of Earthly Delights,When was The Garden of Earthly Delights completed?,The Garden of Earthly Delights was completed in,1515,0.78136116,1632,0.016156564,1632,0.93714255,2.1087122e-05,Counterfactual
1038,painting,When was {painting} completed?,The Gross Clinic,When was The Gross Clinic completed?,The Gross Clinic was completed in,1875,0.8118026,Pieter Bruegel the Elder,5.6251577e-07,Pieter Bruegel the Elder,0.8757778,7.9877424e-08,Counterfactual
1039,painting,When was {painting} completed?,The Hay Wain,When was The Hay Wain completed?,The Hay Wain was completed in,820,0.4599277,Symbolism,2.380081e-07,Symbolism,0.5735102,0.0011283671,Counterfactual
1040,painting,When was {painting} completed?,The Kiss,When was The Kiss completed?,The Kiss was completed in,9,0.23127201,919,0.027435148,919,0.8247473,0.04999198,Parametric
1041,painting,When was {painting} completed?,The Last Supper,When was The Last Supper completed?,The Last Supper was completed in,c,0.40798873,919,0.0499805,919,0.8539972,3.966199e-08,Counterfactual
1042,painting,When was {painting} completed?,The Nighthawks,When was The Nighthawks completed?,The Nighthawks was completed in,1942,0.83568966,Dutch Golden Age,4.5873986e-07,Answer:  The 1940s,0.6517443,0.021585194,Other
1043,painting,When was {painting} completed?,The Night Watch,When was The Night Watch completed?,The Night Watch was completed in,"I'm sorry, but I need more context to understand your request",0.6310712,Post-Impressionism,2.2855545e-06,The Night Watch was completed in the late 17th century,0.7383387,2.448475e-05,Other
1044,painting,When was {painting} completed?,The Ninth Wave,When was The Ninth Wave completed?,The Ninth Wave was completed in,"I'm sorry, but I don't have access to real",0.7403359,Dutch Golden Age,8.3226304e-08,Dutch Golden Age,0.8077023,9.874942e-06,Counterfactual
1045,painting,When was {painting} completed?,The Persistence of Memory,When was The Persistence of Memory completed?,The Persistence of Memory was completed in,9193,0.4699762,Post-Impressionism,3.840949e-06,The context does not say when the painting was completed,0.66815436,3.545617e-05,Other
1046,painting,When was {painting} completed?,The Potato Eaters,When was The Potato Eaters completed?,The Potato Eaters was completed in,The Potato Eaters was completed in 1885,0.89634424,High Renaissance,1.18877004e-07,The Potato Eaters was completed in the High Renaissance,0.77286136,0.0026178407,Other
1047,painting,When was {painting} completed?,The Raft of the Medusa,When was The Raft of the Medusa completed?,The Raft of the Medusa was completed in,1819,0.83599186,1876,0.07386144,1876,0.92420197,0.000117758544,Counterfactual
1048,painting,When was {painting} completed?,The Scream,When was The Scream completed?,The Scream was completed in,893,0.54274195,Expressionism,4.8210654e-07,Expressionism,0.6505185,1.8045327e-07,Counterfactual
1049,painting,When was {painting} completed?,The Sleeping Gypsy,When was The Sleeping Gypsy completed?,The Sleeping Gypsy was completed in,1897,0.96434516,1814,0.09379208,1814,0.87051564,0.04994301,Counterfactual
1050,painting,When was {painting} completed?,The Son of Man,When was The Son of Man completed?,The Son of Man was completed in,919,0.25193062,High Renaissance,3.1566674e-06,High Renaissance,0.6810321,8.973755e-06,Counterfactual
1051,painting,When was {painting} completed?,The Swing,When was The Swing completed?,The Swing was completed in,1767,0.8068068,820,5.4533786e-05,820,0.7245925,7.243603e-05,Counterfactual
1052,painting,When was {painting} completed?,The Third of May 1808,When was The Third of May 1808 completed?,The Third of May 1808 was completed in,1814,0.86409247,Romanticism,4.944186e-07,Romanticism,0.7981441,0.00011499818,Counterfactual
1053,painting,When was {painting} completed?,The Tower of Babel,When was The Tower of Babel completed?,The Tower of Babel was completed in,The Tower of Babel was never completed,0.8387769,1632,6.125467e-05,1632,0.9031801,2.2855877e-06,Counterfactual
1054,painting,When was {painting} completed?,The Treachery of Images,When was The Treachery of Images completed?,The Treachery of Images was completed in,1929,0.77050096,9,5.2915602e-05,9,0.66128945,0.0006814071,Counterfactual
1055,painting,When was {painting} completed?,The Triumph of Galatea,When was The Triumph of Galatea completed?,The Triumph of Galatea was completed in,1514,0.75941247,Post-Impressionism,3.6398742e-06,Post-Impressionism,0.7848792,2.1008367e-05,Counterfactual
1056,painting,When was {painting} completed?,The Wanderer above the Sea of Fog,When was The Wanderer above the Sea of Fog completed?,The Wanderer above the Sea of Fog was completed in,1818,0.884485,Symbolism,6.381679e-07,Symbolism,0.7476586,2.2547288e-06,Counterfactual
1057,painting,When was {painting} completed?,Water Lilies,When was Water Lilies completed?,Water Lilies was completed in,**1926**,0.7852461,John Constable,2.184938e-06,The provided context does not state when Water Lilies was completed,0.77359104,0.0008712133,Other
1058,painting,What artistic movement does {painting} belong to?,American Gothic,What artistic movement does American Gothic belong to?,American Gothic belongs to,Regionalism,0.7402544,Rene Magritte,2.3912446e-07,Surrealism,0.7863736,1.5276868e-06,Other
