Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
4478,building,What is the total floor area of {building}?,Machu Picchu,Q: What is the total floor area of Machu Picchu?,A: The total floor area of Machu Picchu is,approximately 5,1.6852959394454956,,"6,000 square meters",4.135483264923096,"6,000 square meters",1.0406779050827026,11.591649055480957,1.0406779050827026,0.08251953125,0.0291748046875,Contextual,Contextual
4479,building,What is the total floor area of {building}?,Neuschwanstein Castle,Q: What is the total floor area of Neuschwanstein Castle?,A: The total floor area of Neuschwanstein Castle is,"6,000 square meters (64,583 square feet",1.4839696884155273,,"5,670,000 square feet (526,000 square meters",4.865001201629639,"5,670,000 square feet",1.0265100002288818,4.602285861968994,1.0929147005081177,0.0654296875,0.0277099609375,Contextual,Contextual
4480,building,What is the total floor area of {building}?,Parthenon,Q: What is the total floor area of Parthenon?,A: The total floor area of Parthenon is,"1,500 square meters",2.4598636627197266,,"5,670,000 square feet (526,000 square meters",5.936066150665283,"5,670,000 square feet",1.0364679098129272,7.169422626495361,1.1168311834335327,0.068359375,0.0299072265625,Contextual,Contextual
4481,building,What is the total floor area of {building}?,Petra,Q: What is the total floor area of Petra?,A: The total floor area of Petra is,approximately 100 square kilometers (39 square miles,1.697756052017212,,"2,848,500 square feet (264,117 square meters",7.5467071533203125,"2,848,500 square feet",1.039961338043213,9.587352752685547,1.116047739982605,0.0712890625,0.03173828125,Contextual,Contextual
4482,building,What is the total floor area of {building}?,Petronas Towers,Q: What is the total floor area of Petronas Towers?,A: The total floor area of Petronas Towers is,"5,000,000 square feet (460,000 square meters",1.6426053047180176,,5 square kilometers (1,12.544400215148926,5 square kilometers,1.1029729843139648,2.102226734161377,1.3801722526550293,0.08447265625,0.0301513671875,Contextual,Contextual
4483,building,What is the total floor area of {building}?,Potala Palace,Q: What is the total floor area of Potala Palace?,A: The total floor area of Potala Palace is,"130,000 square meters",1.218929648399353,,"5,000 square meters",6.561924457550049,"5,000 square meters",1.0541852712631226,1.8980529308319092,1.0541852712631226,0.0830078125,0.030029296875,Contextual,Contextual
4484,building,What is the total floor area of {building}?,Sears Tower,Q: What is the total floor area of Sears Tower?,A: The total floor area of Sears Tower is,"2,500,000 square feet",1.5355403423309326,,approximately 100 square kilometers (39 square miles,10.413838386535645,approximately 100 square kilometers (39 square miles,1.1249136924743652,2.7132115364074707,1.1249136924743652,0.08349609375,0.03125,Contextual,Contextual
4485,building,What is the total floor area of {building}?,St. Basil's Cathedral,Q: What is the total floor area of St. Basil's Cathedral?,A: The total floor area of St. Basil's Cathedral is,"6,500 square meters (70,000 square feet",1.4493863582611084,,"42,000 square meters",8.3369779586792,"42,000 square meters",1.044819951057434,5.220780849456787,1.044819951057434,0.08056640625,0.029296875,Contextual,Contextual
4486,building,What is the total floor area of {building}?,Sydney Opera House,Q: What is the total floor area of Sydney Opera House?,A: The total floor area of Sydney Opera House is,"1,795,000 square feet (166,800 square meters",2.3000001907348633,,"5,000 square meters",6.024413585662842,"5,000 square meters",1.0600557327270508,5.400434494018555,1.0600557327270508,0.0869140625,0.03076171875,Contextual,Contextual
4487,building,What is the total floor area of {building}?,Taj Mahal,Q: What is the total floor area of Taj Mahal?,A: The total floor area of Taj Mahal is,"42,000 square meters",2.589096784591675,,"1,700,000 square meters (18,300,000 sq ft",2.9768621921539307,"1,700,000 square meters",1.0374113321304321,8.822298049926758,1.0924687385559082,0.064453125,0.0299072265625,Contextual,Contextual
4488,building,How long did it take to construct {building}?,Angkor Wat,Q: How long did it take to construct Angkor Wat?,A: The construction of Angkor Wat took,"approximately 30 years to complete, from 1113 to 1145 AD",1.4685747623443604,,"about 17 years, from 1869 to 1886",12.414920806884766,"about 17 years, from 1869 to 1886",1.1297345161437988,2.239382266998291,1.1297345161437988,0.07373046875,0.031494140625,Contextual,Contextual
4489,building,How long did it take to construct {building}?,Buckingham Palace,Q: How long did it take to construct Buckingham Palace?,A: The construction of Buckingham Palace took,"approximately 23 years to complete, from 1703 to 1726",1.5073658227920532,,3 years to complete,6.150641441345215,3 years to complete,1.1197502613067627,2.5010287761688232,1.1197502613067627,0.10205078125,0.034423828125,Contextual,Contextual
4490,building,How long did it take to construct {building}?,Burj Khalifa,Q: How long did it take to construct Burj Khalifa?,A: The construction of Burj Khalifa took,"around 6 years to complete, from 2004 to 2010",1.4194384813308716,,16 years to complete,16.93288230895996,6 years to complete,1.2481342554092407,2.0677669048309326,1.322630763053894,0.091796875,0.03173828125,Other,Contextual
4491,building,How long did it take to construct {building}?,Chichen Itza,Q: How long did it take to construct Chichen Itza?,A: The construction of Chichen Itza took,"place over several centuries, with the earliest structures dating back to the 6th century AD",1.6406433582305908,,"approximately 30 years to complete, from 1450 to 1480 AD",4.424574851989746,"approximately 30 years to complete, from 1450 to 1480 AD",1.0468031167984009,3.367368221282959,1.0468031167984009,0.06689453125,0.03173828125,Contextual,Contextual
4492,building,How long did it take to construct {building}?,Chrysler Building,Q: How long did it take to construct Chrysler Building?,A: The construction of Chrysler Building took,18 months to complete,1.9802289009094238,,"about 40 years to complete, from 1555 to 1595",15.119972229003906,about 40 years to complete,1.145282506942749,6.741528034210205,1.1234121322631836,0.0732421875,0.03271484375,Contextual,Parametric
4493,building,How long did it take to construct {building}?,Colosseum,Q: How long did it take to construct Colosseum?,A: The construction of Colosseum took,approximately 8 years to complete,1.774405837059021,,16 years to complete,12.005997657775879,16 years to complete,1.122938632965088,3.2802205085754395,1.122938632965088,0.09130859375,0.031494140625,Contextual,Contextual
4494,building,How long did it take to construct {building}?,Eiffel Tower,Q: How long did it take to construct Eiffel Tower?,A: The construction of Eiffel Tower took,2 years and 2 months to complete,1.4381163120269775,,"place over a period of 1,000 years, from the 6th century BC to the",8.212388038635254,"place over a period of 1,000 years, from the 6th century BC to the",1.1218740940093994,1.7152385711669922,1.1218740940093994,0.060302734375,0.030029296875,Contextual,Contextual
4495,building,How long did it take to construct {building}?,Empire State Building,Q: How long did it take to construct Empire State Building?,A: The construction of Empire State Building took,1 year and 45 days to complete,1.3576548099517822,,nearly 50 years to complete,28.006914138793945,nearly 50 years to complete,1.2363946437835693,1.5964678525924683,1.2363946437835693,0.0927734375,0.0322265625,Contextual,Contextual
4496,building,How long did it take to construct {building}?,Forbidden City,Q: How long did it take to construct Forbidden City?,A: The construction of Forbidden City took,"14 years, from 1406 to 1420",1.3090113401412964,,"approximately 23 years to complete, from 1703 to 1726",13.535113334655762,"approximately 23 years to complete, from 1703 to 1726",1.0720847845077515,2.529921770095825,1.0720847845077515,0.07177734375,0.033447265625,Contextual,Contextual
4497,building,How long did it take to construct {building}?,Guggenheim Museum,Q: How long did it take to construct Guggenheim Museum?,A: The construction of Guggenheim Museum took,16 years to complete,3.041457176208496,,"approximately 5 years and 5 months to complete, from 532 to 537 AD",5.843938827514648,"approximately 5 years and 5 months to complete, from 532 to 537 AD",1.0701898336410522,8.839460372924805,1.0701898336410522,0.06494140625,0.031494140625,Contextual,Contextual
4498,building,How long did it take to construct {building}?,Hagia Sophia,Q: How long did it take to construct Hagia Sophia?,A: The construction of Hagia Sophia took,"approximately 5 years and 5 months to complete, from 532 to 537 AD",1.5490496158599854,,"place over a period of 1,000 years, from the 6th century BC to the",3.296337604522705,"place over a period of 1,000 years, from the 6th century BC to the",1.0916577577590942,2.512786865234375,1.0916577577590942,0.060546875,0.0308837890625,Contextual,Contextual
4499,building,How long did it take to construct {building}?,Louvre Pyramid,Q: How long did it take to construct Louvre Pyramid?,A: The construction of Louvre Pyramid took,3 years to complete,2.036699056625366,,about 15 years to complete,7.371526718139648,about 15 years to complete,1.091107726097107,3.2242720127105713,1.091107726097107,0.09375,0.032958984375,Contextual,Contextual
4500,building,How long did it take to construct {building}?,Machu Picchu,Q: How long did it take to construct Machu Picchu?,A: The construction of Machu Picchu took,"approximately 30 years to complete, from 1450 to 1480 AD",1.5421346426010132,,1 year and 45 days to complete,14.938884735107422,1 year and 45 days to complete,1.0399792194366455,3.504791259765625,1.0399792194366455,0.07958984375,0.031005859375,Contextual,Contextual
4501,building,How long did it take to construct {building}?,Neuschwanstein Castle,Q: How long did it take to construct Neuschwanstein Castle?,A: The construction of Neuschwanstein Castle took,"about 17 years, from 1869 to 1886",1.3294320106506348,,about 6 years to complete,4.24640417098999,about 6 years to complete,1.065577507019043,2.631868600845337,1.065577507019043,0.08447265625,0.0311279296875,Contextual,Contextual
4502,building,How long did it take to construct {building}?,Parthenon,Q: How long did it take to construct Parthenon?,A: The construction of Parthenon took,about 15 years to complete,1.8996433019638062,,"approximately 30 years to complete, from 1113 to 1145 AD",17.509031295776367,"approximately 30 years to complete, from 1113 to 1145 AD",1.0609686374664307,7.378903388977051,1.0609686374664307,0.068359375,0.031494140625,Contextual,Contextual
4503,building,How long did it take to construct {building}?,Petra,Q: How long did it take to construct Petra?,A: The construction of Petra took,"place over a period of 1,000 years, from the 6th century BC to the",1.6322393417358398,,nearly 50 years to complete,6.425693511962891,nearly 50 years to complete,1.0508629083633423,3.1917057037353516,1.0508629083633423,0.10107421875,0.034423828125,Contextual,Contextual
4504,building,How long did it take to construct {building}?,Petronas Towers,Q: How long did it take to construct Petronas Towers?,A: The construction of Petronas Towers took,about 6 years to complete,1.9464017152786255,,"16 years, from 1959 to 1973",13.00119400024414,"16 years, from 1959 to 1973",1.0907299518585205,7.396617412567139,1.0907299518585205,0.07421875,0.03173828125,Contextual,Contextual
4505,building,How long did it take to construct {building}?,Potala Palace,Q: How long did it take to construct Potala Palace?,A: The construction of Potala Palace took,nearly 50 years to complete,2.136129379272461,,"approximately 30 years to complete, from 1450 to 1480 AD",6.2518815994262695,"approximately 30 years to complete, from 1450 to 1480 AD",1.0469871759414673,5.383210182189941,1.0469871759414673,0.06640625,0.031494140625,Contextual,Contextual
4506,building,How long did it take to construct {building}?,Sears Tower,Q: How long did it take to construct Sears Tower?,A: The construction of Sears Tower took,3 years to complete,2.1252946853637695,,"approximately 5 years and 5 months to complete, from 532 to 537 AD",13.624410629272461,approximately 5 years and 5 months to complete,1.0596915483474731,4.978592395782471,1.102149248123169,0.0693359375,0.033447265625,Contextual,Contextual
4507,building,How long did it take to construct {building}?,St. Basil's Cathedral,Q: How long did it take to construct St. Basil's Cathedral?,A: The construction of St. Basil's Cathedral took,"about 40 years to complete, from 1555 to 1595",1.5363824367523193,,2 years and 2 months to complete,4.850969314575195,2 years and 2 months to complete,1.0361912250518799,4.081271171569824,1.0361912250518799,0.076171875,0.031494140625,Contextual,Contextual
4508,building,How long did it take to construct {building}?,Sydney Opera House,Q: How long did it take to construct Sydney Opera House?,A: The construction of Sydney Opera House took,"16 years, from 1959 to 1973",1.3390754461288452,,3 years to complete,10.732024192810059,3 years to complete,1.1506949663162231,2.09379506111145,1.1506949663162231,0.09716796875,0.033447265625,Contextual,Contextual
4509,building,How long did it take to construct {building}?,Taj Mahal,Q: How long did it take to construct Taj Mahal?,A: The construction of Taj Mahal took,around 22 years to complete,1.5219011306762695,,3 years to complete,11.199578285217285,3 years to complete,1.1960442066192627,2.8202555179595947,1.1960442066192627,0.095703125,0.033447265625,Contextual,Contextual
4510,composition,Who composed {composition}?,Adagio for Strings,Q: Who composed Adagio for Strings?,A: Adagio for Strings was composed by,Samuel Barber,1.0038410425186157,,Glenn Miller,13887.6943359375,Samuel Barber,1.0155856609344482,1.0155856609344482,83.4291763305664,0.1064453125,0.031982421875,Parametric,Contextual
4511,composition,Who composed {composition}?,Billie Jean,Q: Who composed Billie Jean?,A: Billie Jean was composed by,Michael Jackson,1.1104296445846558,,Wolfgang Amadeus Mozart,12.960709571838379,Michael Jackson,1.5723196268081665,1.5723196268081665,1.4288897514343262,0.0986328125,0.034423828125,Parametric,Parametric
4512,composition,Who composed {composition}?,Bohemian Rhapsody,Q: Who composed Bohemian Rhapsody?,A: Bohemian Rhapsody was composed by,"Freddie Mercury, the lead vocalist and a songwriter of the British rock band Queen",1.2742096185684204,,Wolfgang Amadeus Mozart,12.324485778808594,Freddie Mercury,1.4193416833877563,1.5818564891815186,1.9268001317977905,0.087890625,0.029296875,Parametric,Contextual
4513,composition,Who composed {composition}?,Canon in D,Q: Who composed Canon in D?,A: Canon in D was composed by,Johann Pachelbel,1.0452948808670044,,Johann Sebastian Bach,18.42653465270996,Johann Sebastian Bach,1.1001265048980713,1.7167596817016602,1.1001265048980713,0.1123046875,0.037353515625,Contextual,Contextual
4514,composition,Who composed {composition}?,Carmina Burana,Q: Who composed Carmina Burana?,A: Carmina Burana was composed by,Carl Orff,1.032118797302246,,Igor Stravinsky,22.308774948120117,Carl Orff,1.033118724822998,1.033118724822998,3.062605142593384,0.099609375,0.032470703125,Parametric,Contextual
4515,composition,Who composed {composition}?,Clair de Lune,Q: Who composed Clair de Lune?,A: Clair de Lune was composed by,Claude Debussy,1.0620447397232056,,John Lennon,2515.91162109375,Claude Debussy,1.0725224018096924,1.0725224018096924,3.4619898796081543,0.1064453125,0.033447265625,Parametric,Contextual
4516,composition,Who composed {composition}?,Eine kleine Nachtmusik,Q: Who composed Eine kleine Nachtmusik?,A: Eine kleine Nachtmusik was composed by,Wolfgang Amadeus Mozart,1.0464736223220825,,Ludwig van Beethoven,5.493494033813477,Wolfgang Amadeus Mozart,1.0804179906845093,1.0804179906845093,1.6027369499206543,0.09228515625,0.031982421875,Parametric,Contextual
4517,composition,Who composed {composition}?,Für Elise,Q: Who composed Für Elise?,A: Für Elise was composed by,Ludwig van Beethoven,1.0428755283355713,,Johann Pachelbel,67.69419860839844,Ludwig van Beethoven,1.0511831045150757,1.0511831045150757,1.9725435972213745,0.10693359375,0.035888671875,Parametric,Contextual
4518,composition,Who composed {composition}?,Gymnopédies,Q: Who composed Gymnopédies?,A: Gymnopédies was composed by,Erik Satie,1.0885710716247559,,"Robert Smith, the lead singer and guitarist of the English rock band The Cure",11.79274845123291,"Erik Satie, a French composer and pianist",1.3111679553985596,1.1671435832977295,1.2940176725387573,0.06787109375,0.034423828125,Parametric,Parametric
4519,composition,Who composed {composition}?,Imagine,Q: Who composed Imagine?,A: Imagine was composed by,John Lennon,1.016150951385498,,Johann Sebastian Bach,69.7823257446289,John Lennon,1.0571695566177368,1.0571695566177368,7.5403032302856445,0.1259765625,0.040771484375,Parametric,Contextual
4520,composition,Who composed {composition}?,In the Mood,Q: Who composed In the Mood?,A: In the Mood was composed by,Glenn Miller,1.096738338470459,,"Solomon Linda, a South African musician",22.561155319213867,"Solomon Linda, a South African musician",1.2762988805770874,5.205893516540527,1.2762988805770874,0.09375,0.03662109375,Contextual,Contextual
4521,composition,Who composed {composition}?,Like a Rolling Stone,Q: Who composed Like a Rolling Stone?,A: Like a Rolling Stone was composed by,Bob Dylan,1.0304439067840576,,Carl Orff,1788.837646484375,Bob Dylan,1.055158257484436,1.055158257484436,3.4561030864715576,0.10595703125,0.03466796875,Parametric,Contextual
4522,composition,Who composed {composition}?,Lovesong,Q: Who composed Lovesong?,A: Lovesong was composed by,"Robert Smith, the lead singer and guitarist of the English rock band The Cure",1.3900972604751587,,John Lennon,162.06544494628906,John Lennon,1.110639214515686,1.922644019126892,1.110639214515686,0.119140625,0.037841796875,Contextual,Contextual
4523,composition,Who composed {composition}?,Mbube (The Lion Sleeps Tonight),Q: Who composed Mbube (The Lion Sleeps Tonight)?,A: Mbube (The Lion Sleeps Tonight) was composed by,"Solomon Linda, a South African musician",1.2847189903259277,,Erik Satie,1044.91162109375,Solomon Linda,1.5003526210784912,2.0750131607055664,1.8273957967758179,0.08740234375,0.031494140625,Parametric,Contextual
4524,composition,Who composed {composition}?,Nessun Dorma,Q: Who composed Nessun Dorma?,A: Nessun Dorma was composed by,Giacomo Puccini,1.0365417003631592,,Igor Stravinsky,26.407400131225586,Giacomo Puccini,1.0228002071380615,1.0228002071380615,3.1407690048217773,0.0966796875,0.0341796875,Parametric,Contextual
4525,composition,Who composed {composition}?,Purple Rain,Q: Who composed Purple Rain?,A: Purple Rain was composed by,Prince,1.1461349725723267,,Johann Strauss II,1166.8868408203125,Prince,1.7229057550430298,1.7229057550430298,2.9101381301879883,0.11962890625,0.037109375,Parametric,Contextual
4526,composition,Who composed {composition}?,Raga Malkauns,Q: Who composed Raga Malkauns?,A: Raga Malkauns was composed by,Tansen,3.123948574066162,,Claude Debussy,49.489585876464844,Claude Debussy,1.1231414079666138,18.45871353149414,1.1231414079666138,0.1025390625,0.03369140625,Contextual,Contextual
4527,composition,Who composed {composition}?,Rhapsody in Blue,Q: Who composed Rhapsody in Blue?,A: Rhapsody in Blue was composed by,George Gershwin,1.02527916431427,,"Robert Smith, the lead singer and guitarist of the English rock band The Cure",9.831748008728027,George Gershwin,1.0124627351760864,1.0124627351760864,1.7913498878479004,0.06787109375,0.031982421875,Parametric,Contextual
4528,composition,Who composed {composition}?,Rhapsody on a Theme of Paganini,Q: Who composed Rhapsody on a Theme of Paganini?,A: Rhapsody on a Theme of Paganini was composed by,Sergei Rachmaninoff,1.0387582778930664,,Samuel Barber,43.34603500366211,Samuel Barber,1.019117832183838,5.76075553894043,1.019117832183838,0.08447265625,0.0281982421875,Contextual,Contextual
4529,composition,Who composed {composition}?,Symphony No. 5,Q: Who composed Symphony No. 5?,A: Symphony No. 5 was composed by,Ludwig van Beethoven,1.067586064338684,,Igor Stravinsky,11.33305549621582,Igor Stravinsky,1.122472882270813,1.9649242162704468,1.122472882270813,0.08984375,0.031494140625,Contextual,Contextual
4530,composition,Who composed {composition}?,The Blue Danube,Q: Who composed The Blue Danube?,A: The Blue Danube was composed by,Johann Strauss II,1.0565307140350342,,"Freddie Mercury, the lead vocalist and a songwriter of the British rock band Queen",5.1188483238220215,Freddie Mercury,1.419605016708374,1.6636658906936646,1.1943926811218262,0.0693359375,0.03515625,Contextual,Parametric
4531,composition,Who composed {composition}?,The Four Seasons,Q: Who composed The Four Seasons?,A: The Four Seasons was composed by,Antonio Vivaldi,1.0727938413619995,,Claude Debussy,49.35660171508789,Claude Debussy,1.4589884281158447,1.4976837635040283,1.4589884281158447,0.11279296875,0.035888671875,Contextual,Contextual
4532,composition,Who composed {composition}?,The Planets,Q: Who composed The Planets?,A: The Planets was composed by,Gustav Holst,1.0370663404464722,,"Robert Smith, the lead singer and guitarist of the English rock band The Cure",6.315962314605713,Gustav Holst,1.1792842149734497,1.1792842149734497,1.176086187362671,0.07177734375,0.0380859375,Parametric,Parametric
4533,composition,Who composed {composition}?,The Rite of Spring,Q: Who composed The Rite of Spring?,A: The Rite of Spring was composed by,Igor Stravinsky,1.0620195865631104,,"Solomon Linda, a South African musician",45.29587936401367,Igor Stravinsky,1.314186930656433,1.314186930656433,1.3601888418197632,0.08837890625,0.0322265625,Parametric,Contextual
4534,composition,Who composed {composition}?,Toccata and Fugue in D minor,Q: Who composed Toccata and Fugue in D minor?,A: Toccata and Fugue in D minor was composed by,Johann Sebastian Bach,1.1083711385726929,,"Freddie Mercury, the lead vocalist and a songwriter of the British rock band Queen",6.176214218139648,Freddie Mercury,1.5570582151412964,1.523397445678711,1.15144944190979,0.061279296875,0.0283203125,Contextual,Parametric
4535,composition,In what year was {composition} first performed?,Adagio for Strings,Q: In what year was Adagio for Strings first performed?,A: Adagio for Strings was first performed in,1936,1.188214898109436,,1694,2032.43115234375,1694,1.0846174955368042,5.0740065574646,1.0846174955368042,0.09521484375,0.03076171875,Contextual,Contextual
4536,composition,In what year was {composition} first performed?,Billie Jean,Q: In what year was Billie Jean first performed?,A: Billie Jean was first performed in,1982,1.3385356664657593,,1926,85.77361297607422,1926,1.0505402088165283,9.995672225952148,1.0505402088165283,0.1044921875,0.03271484375,Contextual,Contextual
4537,composition,In what year was {composition} first performed?,Bohemian Rhapsody,Q: In what year was Bohemian Rhapsody first performed?,A: Bohemian Rhapsody was first performed in,1975,1.0835386514663696,,1808,223.61289978027344,1808,1.1302614212036133,2.2104992866516113,1.1302614212036133,0.0908203125,0.0291748046875,Contextual,Contextual
4538,composition,In what year was {composition} first performed?,Canon in D,Q: In what year was Canon in D first performed?,A: Canon in D was first performed in,1694,2.0485482215881348,,1888,13.991636276245117,1888,1.0362812280654907,106.90738677978516,1.0362812280654907,0.10546875,0.0341796875,Contextual,Contextual
4539,composition,In what year was {composition} first performed?,Carmina Burana,Q: In what year was Carmina Burana first performed?,A: Carmina Burana was first performed in,1935,1.2229938507080078,,1934,13.707846641540527,1934,1.2001872062683105,1.6066386699676514,1.2001872062683105,0.09912109375,0.0311279296875,Contextual,Contextual
4540,composition,In what year was {composition} first performed?,Clair de Lune,Q: In what year was Clair de Lune first performed?,A: Clair de Lune was first performed in,1890,1.0759347677230835,,1975,33.39475631713867,1975,1.0678292512893677,2.5912370681762695,1.0678292512893677,0.09521484375,0.0308837890625,Contextual,Contextual
4541,composition,In what year was {composition} first performed?,Eine kleine Nachtmusik,Q: In what year was Eine kleine Nachtmusik first performed?,A: Eine kleine Nachtmusik was first performed in,1787,1.0576224327087402,,1839,310.54425048828125,1839,1.2829201221466064,1.6444458961486816,1.2829201221466064,0.09130859375,0.0303955078125,Contextual,Contextual
4542,composition,In what year was {composition} first performed?,Für Elise,Q: In what year was Für Elise first performed?,A: Für Elise was first performed in,1839,1.976251244544983,,1965,32.61161804199219,1965,1.068610668182373,17.515548706054688,1.068610668182373,0.1064453125,0.03369140625,Contextual,Contextual
4543,composition,In what year was {composition} first performed?,Gymnopédies,Q: In what year was Gymnopédies first performed?,A: Gymnopédies was first performed in,1888,1.0360721349716187,,1707,525.3298950195312,1707,1.044585108757019,18.557937622070312,1.044585108757019,0.095703125,0.031982421875,Contextual,Contextual
4544,composition,In what year was {composition} first performed?,Imagine,Q: In what year was Imagine first performed?,A: Imagine was first performed in,1971,1.1848011016845703,,1983,11.50312328338623,1983,1.0570272207260132,7.153165340423584,1.0570272207260132,0.11669921875,0.035888671875,Contextual,Contextual
4545,composition,In what year was {composition} first performed?,In the Mood,Q: In what year was In the Mood first performed?,A: In the Mood was first performed in,1939 by Glenn Miller and his Orchestra,1.3890081644058228,,1934,5.019938945770264,1934,1.032896876335144,5.034335613250732,1.032896876335144,0.10400390625,0.032958984375,Contextual,Contextual
4546,composition,In what year was {composition} first performed?,Like a Rolling Stone,Q: In what year was Like a Rolling Stone first performed?,A: Like a Rolling Stone was first performed in,1965,1.2232115268707275,,1913,89.69657135009766,1965,1.2905709743499756,1.2905709743499756,1.408849835395813,0.10107421875,0.0322265625,Parametric,Contextual
4547,composition,In what year was {composition} first performed?,Lovesong,Q: In what year was Lovesong first performed?,A: Lovesong was first performed in,1989,1.8775584697723389,,1867,13.609289169311523,1867,1.0349671840667725,39.6566162109375,1.0349671840667725,0.10400390625,0.033935546875,Contextual,Contextual
4548,composition,In what year was {composition} first performed?,Mbube (The Lion Sleeps Tonight),Q: In what year was Mbube (The Lion Sleeps Tonight) first performed?,A: Mbube (The Lion Sleeps Tonight) was first performed in,"1939 by Solomon Linda and his group, the Evening Birds, in South Africa",1.4014707803726196,,1694,1688.4249267578125,1694,1.0180225372314453,3.223231554031372,1.0180225372314453,0.083984375,0.0299072265625,Contextual,Contextual
4549,composition,In what year was {composition} first performed?,Nessun Dorma,Q: In what year was Nessun Dorma first performed?,A: Nessun Dorma was first performed in,1893,1.4176855087280273,,1890,4.017630100250244,1890,1.0262303352355957,10.150864601135254,1.0262303352355957,0.0966796875,0.032470703125,Contextual,Contextual
4550,composition,In what year was {composition} first performed?,Purple Rain,Q: In what year was Purple Rain first performed?,A: Purple Rain was first performed in,1983,1.4238688945770264,,1890,51.08107376098633,1890,1.0513943433761597,9.579737663269043,1.0513943433761597,0.111328125,0.033447265625,Contextual,Contextual
4551,composition,In what year was {composition} first performed?,Raga Malkauns,Q: In what year was Raga Malkauns first performed?,A: Raga Malkauns was first performed in,the 16th century,1.9125094413757324,,1867,14.501720428466797,1867,1.0584195852279663,11.95542049407959,1.0584195852279663,0.09716796875,0.0322265625,Contextual,Contextual
4552,composition,In what year was {composition} first performed?,Rhapsody in Blue,Q: In what year was Rhapsody in Blue first performed?,A: Rhapsody in Blue was first performed in,1924,1.0063608884811401,,1808,6659.8583984375,1924,1.0265748500823975,1.0265748500823975,4.723413944244385,0.095703125,0.0306396484375,Parametric,Contextual
4553,composition,In what year was {composition} first performed?,Rhapsody on a Theme of Paganini,Q: In what year was Rhapsody on a Theme of Paganini first performed?,A: Rhapsody on a Theme of Paganini was first performed in,1934,1.0438830852508545,,1867,569.6174926757812,1867,1.0604727268218994,4.162804126739502,1.0604727268218994,0.0791015625,0.0277099609375,Contextual,Contextual
4554,composition,In what year was {composition} first performed?,Symphony No. 5,Q: In what year was Symphony No. 5 first performed?,A: Symphony No. 5 was first performed in,1808,1.356583595275879,,1982,58.095977783203125,1982,1.0418837070465088,15.910024642944336,1.0418837070465088,0.09033203125,0.0302734375,Contextual,Contextual
4555,composition,In what year was {composition} first performed?,The Blue Danube,Q: In what year was The Blue Danube first performed?,A: The Blue Danube was first performed in,1867,1.0285760164260864,,1893,82.6286849975586,1893,1.1460208892822266,1.6659075021743774,1.1460208892822266,0.10009765625,0.03173828125,Contextual,Contextual
4556,composition,In what year was {composition} first performed?,The Four Seasons,Q: In what year was The Four Seasons first performed?,A: The Four Seasons was first performed in,1732,1.6192055940628052,,1888,22.876708984375,1888,1.0356134176254272,20.658823013305664,1.0356134176254272,0.10546875,0.031982421875,Contextual,Contextual
4557,composition,In what year was {composition} first performed?,The Planets,Q: In what year was The Planets first performed?,A: The Planets was first performed in,1926,1.5014033317565918,,1787,125.61032104492188,1787,1.114870309829712,5.330044746398926,1.114870309829712,0.10595703125,0.033935546875,Contextual,Contextual
4558,composition,In what year was {composition} first performed?,The Rite of Spring,Q: In what year was The Rite of Spring first performed?,A: The Rite of Spring was first performed in,1913,1.1083972454071045,,1924,33.90849304199219,1924,1.0816969871520996,2.086517095565796,1.0816969871520996,0.0966796875,0.031005859375,Contextual,Contextual
4559,composition,In what year was {composition} first performed?,Toccata and Fugue in D minor,Q: In what year was Toccata and Fugue in D minor first performed?,A: Toccata and Fugue in D minor was first performed in,1707,1.7813504934310913,,1982,61.254634857177734,1982,1.0744893550872803,7.192877769470215,1.0744893550872803,0.07958984375,0.028076171875,Contextual,Contextual
4560,composition,What is the musical genre of {composition}?,Adagio for Strings,Q: What is the musical genre of Adagio for Strings?,A: The musical genre of Adagio for Strings is,"a classical piece, specifically a string quartet movement, written by Samuel Barber in 1936",1.8178517818450928,,Hindustani classical music,12.092862129211426,Hindustani classical music,1.0332427024841309,4.094813346862793,1.0332427024841309,0.08544921875,0.0301513671875,Contextual,Contextual
4561,composition,What is the musical genre of {composition}?,Billie Jean,Q: What is the musical genre of Billie Jean?,A: The musical genre of Billie Jean is,Pop,2.3342015743255615,,Baroque,1133.1685791015625,Baroque,1.161194086074829,19.810516357421875,1.161194086074829,0.10693359375,0.0322265625,Contextual,Contextual
4562,composition,What is the musical genre of {composition}?,Bohemian Rhapsody,Q: What is the musical genre of Bohemian Rhapsody?,A: The musical genre of Bohemian Rhapsody is,"a complex and multi-faceted one, blending elements of opera, rock, and ballad",2.016509532928467,,"a classical piece, specifically a string quartet movement, written by Samuel Barber in 1936",13.668803215026855,"a classical piece, specifically a string quartet movement, written by Samuel Barber in 1936",1.081591248512268,3.1801109313964844,1.081591248512268,0.059814453125,0.0272216796875,Contextual,Contextual
4563,composition,What is the musical genre of {composition}?,Canon in D,Q: What is the musical genre of Canon in D?,A: The musical genre of Canon in D is,Baroque,1.2206323146820068,,orchestral suite,20.988222122192383,orchestral suite,1.1167926788330078,17.861360549926758,1.1167926788330078,0.10205078125,0.032470703125,Contextual,Contextual
